Symbol,Name,MarketCap,Country,Sector,Industry
NSR,Neustar  Inc.,1350297118.53,United States,Consumer Services,Telecommunications Equipment
LXRX,Lexicon Pharmaceuticals  Inc.,1351118736,United States,Health Care,Major Pharmaceuticals
SYKE,Sykes Enterprises  Incorporated,1352089887.42,United States,Technology,EDP Services
NVRO,Nevro Corp.,1352141710.4,United States,Health Care,Medical/Dental Instruments
EBS,Emergent Biosolutions  Inc.,1352181394,United States,Health Care,Major Pharmaceuticals
UCBI,United Community Banks  Inc.,1353737583.35,United States,Finance,Major Banks
OB,OneBeacon Insurance Group  Ltd.,1357509663,United States,Finance,Property-Casualty Insurers
JBT,John Bean Technologies Corporation,1357579580.58,United States,Technology,Industrial Machinery/Components
CLDX,Celldex Therapeutics  Inc.,1357658754.39,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
FIBK,First Interstate BancSystem  Inc.,1365197490,United States,Finance,Major Banks
GBT,GLOBAL BLOOD THERAPEUTICS  INC.,1365227356.56,United States,Health Care,Major Pharmaceuticals
HTS,Hatteras Financial Corp,1366402142.8,United States,Consumer Services,Real Estate Investment Trusts
MEI,Methode Electronics  Inc.,1370116721.37,United States,Capital Goods,Electrical Products
ACHN,Achillion Pharmaceuticals  Inc.,1370710756.5,United States,Health Care,Major Pharmaceuticals
LOCK,LifeLock  Inc.,1375333083.54,United States,Technology,EDP Services
ONCE,Spark Therapeutics  Inc.,1377081667.08,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGLN,Magellan Health  Inc.,1377198887.4,United States,Health Care,Hospital/Nursing Management
LCI,Lannett Co Inc,1377727376.28,United States,Health Care,Major Pharmaceuticals
LORL,Loral Space and Communications  Inc.,1378054057.05,United States,Technology,Radio And Television Broadcasting And Communications Equipment
STAG,Stag Industrial  Inc.,1384012179.89,United States,Consumer Services,Real Estate Investment Trusts
HW,Headwaters Incorporated,1385172787.5,United States,Capital Goods,Building Materials
WDFC,WD-40 Company,1385527306.59,United States,Basic Industries,Major Chemicals
PFS,Provident Financial Services  Inc,1386548265.49,United States,Finance,Savings Institutions
AVP,Avon Products  Inc.,1388541723.03,United States,Consumer Non-Durables,Package Goods/Cosmetics
CHFC,Chemical Financial Corporation,1389586635.64,United States,Finance,Major Banks
IPCM,IPC Healthcare  Inc.,1391326374.08,United States,Health Care,Hospital/Nursing Management
MTH,Meritage Corporation,1392666132.67,United States,Capital Goods,Homebuilding
NK,NantKwest  Inc.,1394822436.57,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBI,MBIA  Inc.,1397320313.76,United States,Finance,Property-Casualty Insurers
CRAY,Cray Inc,1401289691.2,United States,Technology,Computer Manufacturing
SCAI,Surgical Care Affiliates  Inc.,1401906818.12,United States,Health Care,Medical Specialities
EXEL,Exelixis  Inc.,1403308435.65,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SCHL,Scholastic Corporation,1405424285.37,United States,Consumer Services,Books
IOSP,Innospec Inc.,1414230968.64,United States,Basic Industries,Major Chemicals
HMN,Horace Mann Educators Corporation,1421113802.28,United States,Finance,Property-Casualty Insurers
MTZ,MasTec  Inc.,1421205776.58,United States,Basic Industries,Water Supply
SONC,Sonic Corp.,1421698321.68,United States,Consumer Services,Restaurants
DW,Drew Industries Incorporated,1424409034,United States,Capital Goods,Auto Parts:O.E.M.
PENN,Penn National Gaming  Inc.,1424897010.26,United States,Consumer Services,Hotels/Resorts
HUBG,Hub Group  Inc.,1425325837.6,United States,Transportation,Oil Refining/Marketing
SSYS,Stratasys  Ltd.,1425547710,United States,Technology,Computer peripheral equipment
CPPL,Columbia Pipeline Partners LP,1427162860.76,United States,Public Utilities,Natural Gas Distribution
CNS,Cohn & Steers Inc,1427287653.54,United States,Finance,Investment Managers
NTGR,NETGEAR  Inc.,1429728557.44,United States,Public Utilities,Telecommunications Equipment
MGEE,MGE Energy Inc.,1434923834.3,United States,Energy,Electric Utilities: Central
MWA,MUELLER WATER PRODUCTS,1436446726.95,United States,Capital Goods,Metal Fabrications
TREE,LendingTree  Inc.,1442183792.8,United States,Finance,Finance: Consumer Services
AHS,AMN Healthcare Services Inc,1447642088.9,United States,Technology,Professional Services
VG,Vonage Holdings Corp.,1447772040.4,United States,Public Utilities,Telecommunications Equipment
BBCN,BBCN Bancorp  Inc.,1447850695.2,United States,Finance,Major Banks
GB,Greatbatch  Inc.,1452577689.36,United States,Miscellaneous,Industrial Machinery/Components
LZB,La-Z-Boy Incorporated,1453660058.75,United States,Consumer Durables,Home Furnishings
SMCI,Super Micro Computer  Inc.,1462698380.7,United States,Technology,Computer Manufacturing
FDML,Federal-Mogul Holdings Corporation,1465582444.17,United States,Capital Goods,Auto Parts:O.E.M.
FWRD,Forward Air Corporation,1467610006.8,United States,Transportation,Oil Refining/Marketing
AWR,American States Water Company,1475373722.16,United States,Public Utilities,Water Supply
ATU,Actuant Corporation,1475576623.92,United States,Technology,Industrial Machinery/Components
TTEC,TeleTech Holdings  Inc.,1478484243.34,United States,Technology,Professional Services
HYH,Halyard Health  Inc.,1479454659.72,United States,Health Care,Industrial Specialties
GCO,Genesco Inc.,1480397196.48,United States,Consumer Services,Clothing/Shoe/Accessory Stores
PRK,Park National Corporation,1480432791.48,United States,Finance,Major Banks
RNST,Renasant Corporation,1480527687.35,United States,Finance,Major Banks
KALU,Kaiser Aluminum Corporation,1482818808.51,United States,Capital Goods,Metal Fabrications
MRC,MRC Global Inc.,1491839315,United States,Capital Goods,Industrial Machinery/Components
GVA,Granite Construction Incorporated,1492211071.35,United States,Basic Industries,Military/Government/Technical
COR,CoreSite Realty Corporation,1493368623.4,United States,Consumer Services,Real Estate Investment Trusts
AZZ,AZZ Inc.,1496573333.88,United States,Consumer Durables,Building Products
LTC,LTC Properties  Inc.,1498584954.35,United States,Consumer Services,Real Estate Investment Trusts
EXLS,ExlService Holdings  Inc.,1499076504.71,United States,Miscellaneous,Business Services
POWI,Power Integrations  Inc.,1499414285.7,United States,Technology,Semiconductors
FMBI,First Midwest Bancorp  Inc.,1502083666.18,United States,Finance,Major Banks
SAGE,Sage Therapeutics  Inc.,1502272981.65,United States,Health Care,Major Pharmaceuticals
RATE,Bankrate  Inc.,1504071054.65,United States,Technology,EDP Services
DNR,Denbury Resources Inc.,1507110726.32,United States,Energy,Oil & Gas Production
APOG,Apogee Enterprises  Inc.,1508291974.95,United States,Capital Goods,Auto Parts:O.E.M.
AMED,Amedisys Inc,1510251062.78,United States,Health Care,Medical/Nursing Services
PEI,Pennsylvania Real Estate Investment Trust,1522195224,United States,Consumer Services,Real Estate Investment Trusts
LTXB,LegacyTexas Financial Group  Inc.,1523056970.21,United States,Finance,Savings Institutions
FCN,FTI Consulting  Inc.,1524990568.55,United States,Consumer Services,Professional Services
GOGO,Gogo Inc.,1527434109,United States,Consumer Services,Telecommunications Equipment
BCO,Brink&#39;s Company (The),1528168513.74,United States,Transportation,Oil Refining/Marketing
UFPI,Universal Forest Products  Inc.,1531751126.16,United States,Basic Industries,Forest Products
VIAV,Viavi Solutions Inc.,1536678538.39,United States,Technology,Semiconductors
GNL,Global Net Lease  Inc.,1538524760.5,United States,Consumer Services,Real Estate Investment Trusts
MPG,Metaldyne Performance Group Inc.,1539701378.16,United States,Capital Goods,Auto Parts:O.E.M.
IVR,INVESCO MORTGAGE CAPITAL INC,1540507270.68,United States,Consumer Services,Real Estate Investment Trusts
ARLP,Alliance Resource Partners  L.P.,1540901043.68,United States,Energy,Coal Mining
FGEN,FibroGen  Inc,1541376705,United States,Health Care,Major Pharmaceuticals
NNI,Nelnet  Inc.,1543927032.82,United States,Finance,Finance: Consumer Services
AXLL,Axiall Corporation,1545527391.3,United States,Basic Industries,Major Chemicals
ANF,Abercrombie & Fitch Company,1560376459.2,United States,Consumer Services,Clothing/Shoe/Accessory Stores
ATI,Allegheny Technologies Incorporated,1560582320,United States,Basic Industries,Steel/Iron Ore
DIN,DineEquity  Inc,1562241275.52,United States,Consumer Services,Restaurants
FCB,FCB Financial Holdings  Inc.,1567844942.3,United States,Finance,Major Banks
EE,El Paso Electric Company,1570088551,United States,Public Utilities,Electric Utilities: Central
EPE,EP Energy Corporation,1572415469.12,United States,Energy,Oil & Gas Production
ALDR,Alder BioPharmaceuticals  Inc.,1573344778.56,United States,Health Care,Major Pharmaceuticals
CATM,Cardtronics  Inc.,1577294443.76,United States,Miscellaneous,Business Services
OLN,Olin Corporation,1578358995.84,United States,Basic Industries,Major Chemicals
BOX,Box  Inc.,1580141167.93,United States,Technology,Computer Software: Prepackaged Software
DV,DeVry Education Group Inc.,1580838570,United States,Consumer Services,Other Consumer Services
CCOI,Cogent Communications Holdings  Inc.,1582251224.6,United States,Technology,Computer Software: Prepackaged Software
AMKR,Amkor Technology  Inc.,1583212924.19,United States,Technology,Semiconductors
COHR,Coherent  Inc.,1583857594.41,United States,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MSGN,MSG Networks Inc.,1586114233.6,United States,Consumer Services,Television Services
BABY,Natus Medical Incorporated,1588102512,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SAFM,Sanderson Farms  Inc.,1588663847.52,United States,Consumer Non-Durables,Meat/Poultry/Fish
MINI,Mobile Mini  Inc.,1589483887,United States,Capital Goods,Metal Fabrications
CBF,Capital Bank Financial Corp.,1591484543.68,United States,Finance,Major Banks
REV,Revlon  Inc.,1593144820.4,United States,Consumer Non-Durables,Package Goods/Cosmetics
X,United States Steel Corporation,1595581423.13,United States,Basic Industries,Steel/Iron Ore
VRTU,Virtusa Corporation,1598034462,United States,Technology,EDP Services
NSM,Nationstar Mortgage Holdings Inc.,1599921734.58,United States,Finance,Finance: Consumer Services
OIS,Oil States International  Inc.,1602403924.54,United States,Energy,Metal Fabrications
BOFI,BofI Holding  Inc.,1605695190.06,United States,Finance,Savings Institutions
ACOR,Acorda Therapeutics  Inc.,1608877588.7,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ABM,ABM Industries Incorporated,1608915208.48,United States,Finance,Diversified Commercial Services
EXPR,Express  Inc.,1609569439,United States,Consumer Services,Clothing/Shoe/Accessory Stores
RP,RealPage  Inc.,1610627740.92,United States,Technology,Computer Software: Prepackaged Software
ALDW,Alon USA Partners  LP,1614634307.37,United States,Energy,Integrated oil Companies
FELE,Franklin Electric Co.  Inc.,1617580488.02,United States,Consumer Durables,Metal Fabrications
MORE          ,Monogram Residential Trust  Inc.,1625196364.96,United States,Consumer Services,Real Estate Investment Trusts
ISCA,International Speedway Corporation,1628084302,United States,Consumer Services,Services-Misc. Amusement & Recreation
GBL,Gamco Investors  Inc.,1630511993.77,United States,Finance,Investment Bankers/Brokers/Service
TTEK,Tetra Tech  Inc.,1635851006.79,United States,Consumer Services,Military/Government/Technical
SEAS,SeaWorld Entertainment  Inc.,1636378834.1,United States,Consumer Services,Services-Misc. Amusement & Recreation
IRWD,Ironwood Pharmaceuticals  Inc.,1636759346.88,United States,Health Care,Major Pharmaceuticals
SNCR,Synchronoss Technologies  Inc.,1638709986.32,United States,Technology,EDP Services
SFLY,Shutterfly  Inc.,1642137706.8,United States,Miscellaneous,Other Consumer Services
CBM,Cambrex Corporation,1642387386.45,United States,Health Care,Major Pharmaceuticals
AF,Astoria Financial Corporation,1646962015.46,United States,Finance,Savings Institutions
GWB,Great Western Bancorp  Inc.,1647200548.68,United States,Finance,Major Banks
PLAY,Dave & Buster&#39;s Entertainment  Inc.,1647806106.15,United States,Consumer Services,Restaurants
SEM,Select Medical Holdings Corporation,1649068883.94,United States,Health Care,Hospital/Nursing Management
PEGI,Pattern Energy Group Inc.,1650331573.78,United States,Public Utilities,Electric Utilities: Central
BLDR,Builders FirstSource  Inc.,1655708207.5,United States,Consumer Services,RETAIL: Building Materials
FFG,FBL Financial Group  Inc.,1657868033.4,United States,Finance,Life Insurance
BKE,Buckle  Inc. (The),1668043912.01,United States,Consumer Services,Clothing/Shoe/Accessory Stores
MSA,MSA Safety Incorporporated,1669219405.2,United States,Health Care,Industrial Specialties
CHSP,Chesapeake Lodging Trust,1669815916.11,United States,Consumer Services,Real Estate Investment Trusts
WAGE,WageWorks  Inc.,1670076944.42,United States,Miscellaneous,Business Services
CRS,Carpenter Technology Corporation,1672088132.92,United States,Basic Industries,Steel/Iron Ore
SFNC,Simmons First National Corporation,1674107834.14,United States,Finance,Major Banks
SJI,South Jersey Industries  Inc.,1675185054.4,United States,Public Utilities,Oil/Gas Transmission
VA,Virgin America Inc.,1684314524.2,United States,Transportation,Air Freight/Delivery Services
OSIS,OSI Systems  Inc.,1685647716.06,United States,Technology,Semiconductors
ROLL,RBC Bearings Incorporated,1685898582.72,United States,Capital Goods,Metal Fabrications
WMS,Advanced Drainage Systems  Inc.,1686198176.16,United States,Capital Goods,Containers/Packaging
AHGP,Alliance Holdings GP  L.P.,1687537970,United States,Energy,Coal Mining
AIRM,Air Methods Corporation,1687653978.15,United States,Transportation,Transportation Services
AYR,Aircastle Limited,1691135520.85,United States,Technology,Diversified Commercial Services
DF,Dean Foods Company,1694072244.54,United States,Consumer Non-Durables,Specialty Foods
CSG,Chambers Street Properties,1695919705.04,United States,Consumer Services,Real Estate Investment Trusts
PRLB,Proto Labs  Inc.,1697038659.62,United States,Capital Goods,Metal Fabrications
